Unnamed: 0,carat,cut,cut_ord,color,clarity,clarity_ord,price,color_ord
39264,0.3,Very Good,3,G,VVS2,6,684,4
39265,1.01,Very Good,3,H,VS1,4,5904,4
39266,0.5,Premium,4,F,VS1,4,1838,5
39267,0.57,Very Good,3,F,VVS1,7,2591,5
39268,0.36,Premium,4,I,IF,8,758,4
39269,0.82,Premium,4,I,IF,8,3224,4
39270,0.54,Ideal,5,E,VS2,5,1609,5
39271,1.54,Very Good,3,I,VS1,4,10349,4
39272,0.34,Premium,4,D,SI1,3,803,5
39273,1.04,Ideal,5,F,VS2,5,7035,5
39274,1.0,Very Good,3,G,VS1,4,6552,4
39275,0.46,Ideal,5,H,SI1,3,1299,4
39276,0.31,Ideal,5,H,VVS1,7,687,4
39277,0.82,Ideal,5,F,SI1,3,3810,5
39278,1.11,Ideal,5,D,SI2,2,5547,5
39279,0.3,Ideal,5,F,IF,8,886,5
39280,0.42,Ideal,5,E,VS1,4,1105,5
39281,1.32,Premium,4,I,SI1,3,6283,4
39282,1.54,Ideal,5,J,VS1,4,8848,4
39283,1.01,Very Good,3,I,VS1,4,4129,4
39284,0.3,Ideal,5,E,VS2,5,621,5
39285,0.32,Very Good,3,E,VVS1,7,954,5
39286,0.31,Ideal,5,H,VS2,5,489,4
39287,0.77,Ideal,5,E,SI2,2,2360,5
39288,0.41,Very Good,3,H,SI1,3,683,4
39289,0.44,Ideal,5,G,SI1,3,1032,4
39290,0.3,Ideal,5,E,VVS2,6,1013,5
39291,0.38,Ideal,5,J,VS2,5,572,4
39292,0.48,Very Good,3,J,SI2,2,1080,4
39293,1.61,Premium,4,D,SI1,3,13582,5
39294,1.12,Premium,4,G,SI2,2,4478,4
39295,0.42,Premium,4,D,SI2,2,898,5
39296,1.0,Ideal,5,F,SI1,3,5292,5
39297,1.26,Premium,4,J,SI2,2,5038,4
39298,0.92,Very Good,3,F,SI1,3,4037,5
39299,0.76,Ideal,5,E,SI1,3,3003,5
39300,0.53,Ideal,5,E,VS2,5,1721,5
39301,0.72,Ideal,5,E,SI1,3,3037,5
39302,0.41,Ideal,5,E,SI1,3,755,5
39303,0.3,Premium,4,I,VVS1,7,709,4
39304,0.77,Very Good,3,H,VVS2,6,3208,4
39305,1.06,Ideal,5,G,VVS2,6,8358,4
39306,0.48,Fair,1,G,VVS2,6,1367,4
39307,1.01,Good,2,E,SI1,3,4608,5
39308,1.09,Premium,4,D,SI1,3,5799,5
39309,0.7,Premium,4,F,SI1,3,2423,5
39310,0.5,Premium,4,H,SI2,2,958,4
39311,1.0,Premium,4,F,VS2,5,5864,5
39312,0.75,Ideal,5,D,SI1,3,3152,5
39313,0.23,Very Good,3,F,VS1,4,373,5
39314,1.7,Premium,4,I,VS2,5,9996,4
39315,0.91,Ideal,5,H,SI1,3,4919,4
39316,1.02,Very Good,3,G,IF,8,8624,4
39317,0.7,Ideal,5,F,VS1,4,2751,5
39318,0.25,Very Good,3,D,VVS2,6,696,5
39319,1.5,Good,2,E,SI1,3,10868,5
39320,0.76,Very Good,3,H,IF,8,3367,4
39321,0.73,Good,2,F,SI2,2,2023,5
39322,1.19,Premium,4,D,SI2,2,5504,5
39323,0.52,Good,2,E,VS2,5,1673,5
39324,0.29,Ideal,5,E,VS1,4,619,5
39325,0.31,Ideal,5,F,VS1,4,821,5
39326,1.6,Premium,4,H,VS1,4,12210,4
39327,0.3,Ideal,5,G,VVS1,7,878,4
39328,0.59,Fair,1,G,I1,1,903,4
39329,0.77,Premium,4,F,VS1,4,2859,5
39330,0.56,Ideal,5,H,VVS2,6,2118,4
39331,0.36,Ideal,5,G,VS1,4,726,4
39332,1.03,Ideal,5,F,VVS2,6,9290,5
39333,1.23,Very Good,3,F,VS1,4,9346,5
39334,0.25,Very Good,3,I,VVS2,6,500,4
39335,0.36,Premium,4,E,VS2,5,1013,5
39336,0.34,Premium,4,F,VS2,5,686,5
39337,1.13,Ideal,5,E,VS2,5,8430,5
39338,1.0,Premium,4,F,SI1,3,5197,5
39339,0.61,Premium,4,E,SI2,2,1715,5
39340,0.57,Very Good,3,G,VS1,4,1648,4
39341,0.9,Very Good,3,G,SI2,2,3437,4
39342,0.41,Ideal,5,E,VS1,4,1153,5
39343,1.22,Premium,4,F,SI2,2,5794,5
39344,0.31,Ideal,5,H,IF,8,789,4
39345,0.38,Ideal,5,F,VS1,4,978,5
39346,1.28,Ideal,5,F,VVS2,6,12841,5
39347,1.51,Very Good,3,H,VS2,5,10225,4
39348,1.06,Premium,4,G,SI1,3,4903,4
39349,0.71,Good,2,I,SI1,3,1651,4
39350,0.38,Ideal,5,E,VVS2,6,1100,5
39351,0.51,Ideal,5,G,SI2,2,1094,4
39352,1.34,Premium,4,F,VS2,5,10431,5
39353,0.55,Very Good,3,E,VS2,5,1786,5
39354,0.52,Premium,4,E,VS2,5,1576,5
39355,1.0,Ideal,5,G,SI2,2,4284,4
39356,1.01,Ideal,5,E,VS2,5,6806,5
39357,1.09,Ideal,5,G,I1,1,3549,4
39358,1.03,Ideal,5,G,SI1,3,4928,4
39359,1.09,Ideal,5,I,VS1,4,6225,4
39360,1.02,Good,2,I,SI2,2,3856,4
39361,0.27,Ideal,5,G,IF,8,627,4
39362,0.72,Very Good,3,F,SI1,3,2670,5
39363,0.33,Ideal,5,G,VS2,5,579,4
39364,0.55,Ideal,5,E,VVS2,6,2362,5
39365,1.12,Very Good,3,G,IF,8,9820,4
39366,0.72,Ideal,5,E,VVS1,7,4864,5
39367,0.53,Ideal,5,H,VS2,5,1427,4
39368,0.34,Ideal,5,G,VVS1,7,863,4
39369,1.22,Very Good,3,F,VVS2,6,10719,5
39370,0.65,Premium,4,I,SI2,2,1219,4
39371,0.43,Ideal,5,H,SI1,3,1045,4
39372,0.7,Very Good,3,F,SI1,3,2230,5
39373,0.41,Premium,4,G,VVS1,7,1074,4
39374,0.31,Ideal,5,H,VS1,4,698,4
39375,1.01,Premium,4,G,VS1,4,6787,4
39376,0.71,Premium,4,D,SI1,3,2863,5
39377,1.01,Very Good,3,I,VS2,5,5067,4
39378,1.0,Good,2,H,SI1,3,4389,4
39379,1.21,Very Good,3,I,VS1,4,5726,4
39380,1.32,Premium,4,F,SI2,2,6660,5
39381,1.76,Very Good,3,G,VS1,4,18014,4
39382,1.42,Premium,4,F,SI2,2,7755,5
39383,1.2,Ideal,5,G,VVS2,6,10812,4
39384,1.78,Very Good,3,F,SI1,3,13659,5
39385,0.61,Ideal,5,I,VVS1,7,1713,4
39386,0.57,Ideal,5,F,VS2,5,1637,5
39387,0.52,Very Good,3,E,SI2,2,1120,5
39388,1.02,Premium,4,H,SI2,2,4207,4
39389,0.31,Ideal,5,F,VS2,5,625,5
39390,2.13,Premium,4,J,VS2,5,15110,4
39391,0.34,Ideal,5,I,SI1,3,589,4
39392,1.02,Very Good,3,D,IF,8,17100,5
39393,0.41,Good,2,D,SI1,3,738,5
39394,0.56,Ideal,5,F,VS2,5,1708,5
39395,0.76,Very Good,3,G,VVS2,6,3549,4
39396,0.32,Premium,4,G,VS1,4,828,4
39397,0.32,Ideal,5,G,SI2,2,540,4
39398,0.52,Premium,4,G,VVS2,6,1911,4
39399,0.31,Ideal,5,G,SI1,3,462,4
39400,1.2,Ideal,5,H,VVS1,7,9604,4
39401,0.9,Very Good,3,D,SI1,3,4187,5
39402,0.39,Ideal,5,H,VS2,5,670,4
39403,0.71,Very Good,3,I,SI1,3,2218,4
39404,0.64,Good,2,F,IF,8,2980,5
39405,0.5,Very Good,3,D,VS2,5,1819,5
39406,0.51,Good,2,E,VS2,5,1436,5
39407,1.22,Premium,4,G,VS1,4,8583,4
39408,0.7,Very Good,3,D,SI1,3,2242,5
39409,0.77,Very Good,3,G,VS2,5,2896,4
39410,0.3,Ideal,5,E,VS2,5,658,5
39411,1.25,Ideal,5,D,SI2,2,6779,5
39412,0.53,Good,2,E,SI1,3,1246,5
39413,0.4,Very Good,3,E,SI1,3,684,5
39414,0.94,Premium,4,H,SI2,2,3335,4
39415,0.51,Ideal,5,G,VVS1,7,2111,4
39416,0.3,Premium,4,D,SI1,3,709,5
39417,1.0,Premium,4,G,SI2,2,3584,4
39418,0.31,Ideal,5,D,VS2,5,734,5
39419,0.38,Ideal,5,F,IF,8,1397,5
39420,0.3,Ideal,5,G,VS1,4,776,4
39421,3.4,Fair,1,D,I1,1,15964,5
39422,0.4,Very Good,3,D,VVS2,6,1263,5
39423,1.12,Ideal,5,E,SI1,3,6458,5
39424,0.38,Premium,4,D,SI1,3,941,5
39425,1.07,Premium,4,H,VS2,5,4374,4
39426,1.22,Premium,4,E,VVS1,7,13824,5
39427,1.51,Good,2,D,I1,1,5979,5
39428,1.51,Premium,4,D,SI1,3,10122,5
39429,1.01,Good,2,G,SI2,2,4327,4
39430,1.5,Very Good,3,E,VS2,5,14527,5
39431,0.38,Very Good,3,F,VS2,5,800,5
39432,0.73,Ideal,5,E,VS1,4,3311,5
39433,1.59,Very Good,3,H,VVS2,6,12297,4
39434,0.37,Ideal,5,E,VS2,5,811,5
39435,0.51,Very Good,3,H,VS2,5,1328,4
39436,0.74,Good,2,E,VS1,4,2824,5
39437,0.7,Good,2,G,SI1,3,2150,4
39438,0.52,Ideal,5,G,VS1,4,1689,4
39439,0.33,Ideal,5,G,VVS1,7,806,4
39440,0.83,Very Good,3,G,SI2,2,2725,4
39441,0.42,Ideal,5,F,VVS2,6,1221,5
39442,0.53,Premium,4,E,VS2,5,1813,5
39443,1.04,Very Good,3,D,SI2,2,5265,5
39444,1.02,Very Good,3,E,VS2,5,6612,5
39445,1.41,Very Good,3,H,SI2,2,7339,4
39446,0.4,Ideal,5,E,VS2,5,975,5
39447,0.65,Ideal,5,F,SI1,3,1841,5
39448,0.7,Ideal,5,D,SI1,3,3471,5
39449,0.7,Good,2,H,VS2,5,2351,4
39450,0.57,Ideal,5,F,SI1,3,1299,5
39451,0.4,Ideal,5,E,VS2,5,912,5
39452,0.7,Very Good,3,H,SI1,3,2048,4
39453,0.52,Ideal,5,G,VVS2,6,1957,4
39454,1.0,Very Good,3,F,SI2,2,3789,5
39455,0.51,Ideal,5,F,VS2,5,1591,5
39456,0.41,Very Good,3,F,SI1,3,680,5
39457,0.4,Ideal,5,F,SI2,2,597,5
39458,0.41,Good,2,E,SI1,3,705,5
39459,1.22,Ideal,5,I,SI1,3,5807,4
39460,0.27,Very Good,3,H,VVS2,6,445,4
39461,0.36,Very Good,3,D,VVS1,7,1119,5
39462,0.91,Premium,4,H,VS1,4,4670,4
39463,1.04,Premium,4,G,VS1,4,6996,4
39464,0.71,Ideal,5,G,VVS2,6,2978,4
39465,0.32,Ideal,5,D,VVS2,6,790,5
39466,0.28,Ideal,5,H,VS1,4,497,4
39467,1.23,Ideal,5,H,VVS1,7,8920,4
39468,0.33,Ideal,5,D,SI2,2,631,5
39469,1.07,Premium,4,E,VS2,5,6232,5
39470,2.01,Premium,4,H,SI2,2,11646,4
39471,1.0,Very Good,3,I,VS1,4,4641,4
39472,1.56,Ideal,5,H,VS2,5,11922,4
39473,0.71,Ideal,5,J,VS2,5,1899,4
39474,0.33,Ideal,5,G,VVS2,6,965,4
39475,0.41,Premium,4,G,VS2,5,1061,4
39476,0.41,Premium,4,E,VS1,4,1153,5
39477,0.53,Ideal,5,E,VS2,5,1813,5
39478,0.53,Premium,4,D,VS2,5,1783,5
39479,1.02,Good,2,I,SI1,3,3998,4
39480,0.5,Good,2,D,SI1,3,1436,5
39481,0.3,Ideal,5,E,SI2,2,401,5
39482,0.46,Fair,1,F,SI1,3,1003,5
39483,1.07,Premium,4,H,SI1,3,5031,4
39484,0.34,Very Good,3,I,SI1,3,459,4
39485,0.36,Ideal,5,I,VVS1,7,645,4
39486,1.01,Very Good,3,F,VS2,5,6714,5
39487,0.36,Ideal,5,G,VS1,4,678,4
39488,0.7,Ideal,5,E,SI2,2,2405,5
39489,1.2,Good,2,G,SI2,2,5141,4
39490,1.58,Ideal,5,E,SI1,3,11294,5
39491,0.9,Very Good,3,H,SI1,3,3595,4
39492,1.21,Ideal,5,H,SI1,3,6876,4
39493,1.0,Premium,4,G,SI1,3,5292,4
39494,0.3,Ideal,5,F,VVS1,7,814,5
39495,0.73,Very Good,3,F,SI1,3,2703,5
39496,1.0,Premium,4,E,I1,1,3136,5
39497,1.52,Good,2,E,VS1,4,15792,5
39498,0.41,Ideal,5,D,SI1,3,771,5
39499,1.09,Ideal,5,G,VVS2,6,8282,4
39500,1.0,Very Good,3,G,VS2,5,5806,4
39501,0.91,Very Good,3,E,SI1,3,4211,5
39502,0.9,Ideal,5,E,VS1,4,5335,5
39503,1.54,Ideal,5,H,SI1,3,9391,4
39504,0.4,Ideal,5,F,VVS1,7,1263,5
39505,1.01,Very Good,3,F,VVS1,7,9667,5
39506,0.4,Very Good,3,G,VS1,4,861,4
39507,2.05,Very Good,3,H,VS2,5,15701,4
39508,0.57,Premium,4,H,VS2,5,1414,4
39509,0.37,Very Good,3,G,VVS2,6,844,4
39510,0.43,Premium,4,G,VS2,5,867,4
39511,2.19,Ideal,5,H,SI2,2,17433,4
39512,0.56,Ideal,5,D,SI1,3,2053,5
39513,1.05,Ideal,5,G,VS1,4,7526,4
39514,0.43,Ideal,5,D,VS1,4,1207,5
39515,0.87,Premium,4,F,SI2,2,2661,5
39516,1.13,Fair,1,H,SI1,3,5771,4
39517,0.34,Good,2,H,VS2,5,537,4
39518,1.1,Very Good,3,G,VS2,5,7405,4
39519,1.1,Premium,4,I,SI2,2,3696,4
39520,0.42,Ideal,5,G,SI1,3,756,4
39521,0.71,Very Good,3,H,VS1,4,2562,4
39522,1.22,Good,2,H,SI2,2,4782,4
39523,0.7,Very Good,3,F,SI2,2,2131,5
39524,0.51,Premium,4,D,SI1,3,1569,5
39525,0.57,Ideal,5,G,SI1,3,1441,4
39526,0.88,Ideal,5,F,SI2,2,3619,5
39527,1.12,Premium,4,H,SI2,2,4704,4
39528,0.56,Ideal,5,G,IF,8,2442,4
39529,1.51,Good,2,J,VS2,5,7418,4
39530,0.71,Premium,4,E,SI1,3,2629,5
39531,0.56,Ideal,5,H,IF,8,2157,4
39532,0.4,Ideal,5,D,VS2,5,1050,5
39533,0.51,Premium,4,D,VS2,5,1716,5
39534,0.59,Very Good,3,G,VS1,4,1942,4
39535,0.51,Very Good,3,G,VVS2,6,1768,4
39536,0.34,Ideal,5,E,SI1,3,723,5
39537,0.33,Premium,4,H,VS1,4,743,4
39538,0.3,Ideal,5,H,IF,8,764,4
39539,0.41,Premium,4,F,VVS1,7,1295,5
39540,0.41,Ideal,5,D,SI1,3,1015,5
39541,0.41,Ideal,5,D,SI2,2,683,5
39542,1.08,Ideal,5,G,SI2,2,4544,4
39543,1.0,Fair,1,H,SI1,3,3830,4
39544,1.04,Ideal,5,G,VS2,5,6529,4
39545,0.54,Ideal,5,D,VVS2,6,2671,5
39546,0.3,Ideal,5,F,SI1,3,475,5
39547,0.31,Ideal,5,H,VS1,4,544,4
39548,0.9,Very Good,3,F,SI1,3,4009,5
39549,0.3,Good,2,G,VS2,5,526,4
39550,0.51,Ideal,5,F,VS2,5,1619,5
39551,0.3,Ideal,5,E,VS2,5,603,5
39552,0.95,Premium,4,G,SI2,2,2937,4
39553,1.23,Ideal,5,H,VS2,5,7900,4
39554,0.71,Ideal,5,E,VS2,5,3026,5
39555,0.54,Ideal,5,H,VVS1,7,1774,4
39556,0.31,Ideal,5,I,VS1,4,461,4
39557,0.37,Premium,4,F,VS2,5,746,5
39558,1.01,Premium,4,E,VS1,4,7964,5
39559,0.6,Premium,4,E,VS2,5,1819,5
39560,0.95,Premium,4,F,SI1,3,4682,5
39561,0.7,Ideal,5,G,SI1,3,2352,4
39562,0.55,Ideal,5,I,SI2,2,1109,4
39563,0.35,Very Good,3,F,VS2,5,706,5
39564,0.34,Very Good,3,E,SI1,3,714,5
39565,1.0,Very Good,3,G,SI1,3,4741,4
39566,0.56,Ideal,5,D,VVS1,7,3496,5
39567,0.53,Good,2,F,SI1,3,1268,5
39568,1.61,Ideal,5,F,VS1,4,17256,5
39569,1.64,Premium,4,F,SI1,3,12821,5
39570,1.06,Very Good,3,F,SI1,3,4995,5
39571,1.03,Premium,4,G,VS2,5,5814,4
39572,1.7,Premium,4,I,SI2,2,9330,4
39573,1.01,Very Good,3,D,VS2,5,7487,5
39574,0.7,Premium,4,H,SI1,3,2155,4
39575,1.01,Premium,4,G,VVS2,6,5963,4
39576,0.84,Very Good,3,D,SI1,3,3809,5
39577,0.59,Premium,4,G,VS1,4,1991,4
39578,1.13,Ideal,5,F,VS2,5,7369,5
39579,0.88,Ideal,5,H,SI1,3,3557,4
39580,0.31,Ideal,5,F,VVS1,7,903,5
39581,1.02,Fair,1,I,SI1,3,2856,4
39582,1.45,Ideal,5,J,VS2,5,7477,4
39583,0.51,Ideal,5,F,SI2,2,1286,5
39584,0.36,Premium,4,D,SI2,2,537,5
39585,0.73,Fair,1,F,SI2,2,2164,5
39586,0.9,Good,2,G,VVS2,6,5001,4
39587,0.3,Ideal,5,E,SI1,3,499,5
39588,2.01,Very Good,3,J,VS2,5,12968,4
39589,1.5,Premium,4,G,VS1,4,14105,4
39590,1.57,Premium,4,G,SI1,3,11113,4
39591,1.01,Ideal,5,H,SI1,3,4943,4
39592,0.42,Ideal,5,G,SI2,2,682,4
39593,0.3,Premium,4,E,SI1,3,675,5
39594,1.04,Ideal,5,G,VS2,5,6617,4
39595,3.05,Premium,4,E,I1,1,10453,5
39596,1.71,Ideal,5,F,VS2,5,16384,5
39597,0.55,Ideal,5,G,VS1,4,2132,4
39598,0.36,Ideal,5,G,VVS2,6,794,4
39599,0.56,Premium,4,H,VS1,4,1653,4
39600,1.01,Premium,4,H,SI1,3,4965,4
39601,1.22,Premium,4,I,VS1,4,6763,4
39602,0.38,Ideal,5,D,VS1,4,1067,5
39603,0.52,Very Good,3,E,SI1,3,1279,5
39604,1.0,Very Good,3,F,SI2,2,4037,5
39605,0.3,Very Good,3,F,VVS2,6,613,5
39606,2.05,Very Good,3,H,SI2,2,12401,4
39607,0.7,Premium,4,E,VS2,5,2818,5
39608,0.9,Premium,4,F,VS1,4,5088,5
39609,0.33,Fair,1,H,VVS2,6,922,4
39610,0.92,Very Good,3,E,SI1,3,4183,5
39611,2.5,Premium,4,H,SI2,2,15934,4
39612,0.32,Premium,4,G,VS1,4,645,4
39613,0.41,Premium,4,F,SI1,3,755,5
39614,0.24,Very Good,3,D,VVS2,6,552,5
39615,1.2,Very Good,3,E,SI1,3,7310,5
39616,0.57,Very Good,3,J,VS2,5,1207,4
39617,0.7,Premium,4,E,VS2,5,2673,5
39618,1.44,Good,2,G,VS1,4,9677,4
39619,1.19,Ideal,5,H,VS1,4,7181,4
39620,0.9,Premium,4,G,VS2,5,4424,4
39621,0.34,Premium,4,G,VS2,5,765,4
39622,0.23,Very Good,3,H,VVS2,6,389,4
39623,0.8,Very Good,3,D,VS2,5,3135,5
39624,0.7,Good,2,E,SI1,3,2000,5
39625,0.31,Ideal,5,H,VS1,4,544,4
39626,0.32,Ideal,5,D,VS2,5,671,5
39627,0.31,Ideal,5,D,VVS2,6,804,5
39628,0.53,Premium,4,E,VS2,5,1721,5
39629,0.52,Ideal,5,H,VS2,5,1391,4
39630,1.1,Very Good,3,F,VVS1,7,10329,5
39631,0.32,Very Good,3,E,VVS2,6,816,5
39632,1.01,Good,2,H,SI1,3,4191,4
39633,1.01,Ideal,5,G,VVS2,6,7806,4
39634,0.51,Ideal,5,H,SI1,3,1195,4
39635,0.71,Premium,4,I,VS1,4,2306,4
39636,1.3,Ideal,5,G,VS2,5,9060,4
39637,0.71,Good,2,G,SI1,3,2215,4
39638,0.51,Ideal,5,E,SI1,3,1585,5
39639,0.53,Ideal,5,F,VS2,5,1655,5
39640,0.33,Premium,4,E,VS1,4,781,5
39641,0.41,Premium,4,F,VVS2,6,1115,5
39642,0.36,Ideal,5,E,VS2,5,789,5
39643,1.2,Premium,4,E,SI1,3,6653,5
39644,0.7,Very Good,3,H,SI1,3,2213,4
39645,1.04,Ideal,5,F,SI1,3,4403,5
39646,1.1,Ideal,5,H,SI1,3,4827,4
39647,0.73,Very Good,3,E,VS2,5,3307,5
39648,1.7,Premium,4,J,VS2,5,9225,4
39649,0.79,Very Good,3,H,SI1,3,2649,4
39650,1.56,Very Good,3,J,SI2,2,6996,4
39651,1.23,Ideal,5,H,VVS2,6,7387,4
39652,0.5,Very Good,3,D,VS1,4,1715,5
39653,0.31,Good,2,H,SI1,3,435,4
39654,1.03,Ideal,5,E,SI2,2,4845,5
39655,1.29,Premium,4,I,SI1,3,6140,4
39656,0.7,Premium,4,F,SI1,3,2268,5
39657,0.66,Ideal,5,E,SI1,3,1901,5
39658,0.42,Ideal,5,F,VVS2,6,1221,5
39659,1.02,Very Good,3,H,VS2,5,5565,4
39660,1.13,Premium,4,I,SI1,3,4854,4
39661,0.23,Premium,4,E,VS2,5,513,5
39662,0.32,Premium,4,I,VVS1,7,756,4
39663,0.72,Very Good,3,G,SI2,2,2015,4
39664,0.3,Very Good,3,G,VS1,4,605,4
39665,1.28,Ideal,5,G,IF,8,11401,4
39666,0.5,Good,2,F,SI2,2,997,5
39667,1.5,Good,2,G,SI2,2,6006,4
39668,0.28,Very Good,3,E,VVS2,6,669,5
39669,0.51,Premium,4,D,VS2,5,1787,5
39670,0.96,Fair,1,E,SI2,2,2815,5
39671,0.41,Ideal,5,E,VVS2,6,1187,5
39672,1.21,Premium,4,J,SI1,3,4574,4
39673,0.41,Ideal,5,E,VVS2,6,918,5
39674,0.51,Ideal,5,E,VS2,5,1985,5
39675,0.25,Ideal,5,F,VS2,5,535,5
39676,1.52,Very Good,3,G,SI2,2,8151,4
39677,0.34,Ideal,5,E,SI1,3,556,5
39678,0.42,Ideal,5,F,VVS1,7,1656,5
39679,0.43,Ideal,5,D,SI1,3,993,5
39680,0.3,Premium,4,E,VS2,5,844,5
39681,1.0,Premium,4,F,SI1,3,4234,5
39682,0.71,Premium,4,D,VVS1,7,4482,5
39683,0.26,Very Good,3,D,VS1,4,425,5
39684,0.33,Ideal,5,G,VS1,4,666,4
39685,1.01,Premium,4,E,VS2,5,6425,5
39686,0.66,Premium,4,F,SI1,3,1802,5
39687,1.01,Very Good,3,I,SI2,2,4171,4
39688,0.32,Ideal,5,H,IF,8,814,4
39689,0.39,Premium,4,G,VS1,4,855,4
39690,0.4,Good,2,I,SI1,3,596,4
39691,1.2,Ideal,5,G,VS1,4,9625,4
39692,0.73,Ideal,5,I,VS1,4,2302,4
39693,0.94,Premium,4,E,SI1,3,4580,5
39694,0.3,Good,2,G,VS2,5,526,4
39695,0.7,Premium,4,G,IF,8,3591,4
39696,1.07,Good,2,D,SI2,2,4710,5
39697,0.7,Fair,1,F,SI2,2,1947,5
39698,0.33,Ideal,5,F,VVS1,7,880,5
39699,0.31,Ideal,5,H,VVS1,7,660,4
39700,0.32,Premium,4,H,VS2,5,648,4
39701,0.93,Good,2,E,SI1,3,4611,5
39702,0.53,Ideal,5,E,SI1,3,1607,5
39703,1.21,Ideal,5,E,VVS1,7,13595,5
39704,1.5,Premium,4,H,SI2,2,6979,4
39705,0.56,Ideal,5,G,VVS2,6,1979,4
39706,1.0,Premium,4,E,SI1,3,5470,5
39707,0.33,Ideal,5,H,VS2,5,521,4
39708,0.34,Ideal,5,F,SI2,2,438,5
39709,0.32,Very Good,3,E,VS1,4,618,5
39710,1.2,Premium,4,G,VVS2,6,10053,4
39711,0.56,Premium,4,E,VVS2,6,2496,5
39712,0.53,Ideal,5,I,SI2,2,844,4
39713,0.51,Premium,4,D,SI1,3,1574,5
39714,0.56,Very Good,3,D,VVS1,7,2959,5
39715,0.51,Ideal,5,F,VVS2,6,2098,5
39716,0.5,Very Good,3,G,SI1,3,1197,4
39717,1.71,Ideal,5,G,VS1,4,17595,4
39718,0.91,Very Good,3,E,SI2,2,3379,5
39719,1.41,Very Good,3,H,VS2,5,8846,4
39720,0.42,Ideal,5,D,SI1,3,970,5
39721,0.39,Ideal,5,H,SI1,3,874,4
39722,0.96,Fair,1,F,SI2,2,2759,5
39723,0.58,Ideal,5,G,SI1,3,1442,4
39724,0.26,Ideal,5,G,VVS1,7,605,4
39725,0.9,Very Good,3,F,SI1,3,4099,5
39726,1.29,Very Good,3,I,SI1,3,5463,4
39727,0.31,Ideal,5,D,VS2,5,942,5
39728,2.01,Good,2,F,SI2,2,16231,5
39729,0.71,Ideal,5,H,IF,8,3190,4
39730,1.08,Ideal,5,F,VS2,5,7110,5
39731,0.32,Good,2,H,SI1,3,461,4
39732,1.59,Premium,4,F,VS2,5,15602,5
39733,0.76,Very Good,3,E,SI1,3,2668,5
39734,0.7,Premium,4,J,SI1,3,1827,4
39735,0.9,Ideal,5,I,SI1,3,3251,4
39736,1.5,Premium,4,J,VVS1,7,8568,4
39737,0.28,Very Good,3,F,VS1,4,487,5
39738,0.94,Premium,4,G,SI2,2,3099,4
39739,0.43,Premium,4,F,VS1,4,1056,5
39740,1.39,Ideal,5,E,VS2,5,11726,5
39741,1.0,Very Good,3,E,SI1,3,7145,5
39742,0.4,Good,2,E,SI1,3,687,5
39743,0.31,Ideal,5,H,VVS2,6,625,4
39744,0.3,Ideal,5,E,VS2,5,658,5
39745,0.3,Ideal,5,E,VS2,5,658,5
39746,0.5,Good,2,D,SI2,2,1141,5
39747,1.02,Ideal,5,E,SI2,2,3455,5
39748,0.44,Ideal,5,D,VVS2,6,1408,5
39749,1.17,Ideal,5,H,IF,8,8266,4
39750,0.42,Premium,4,F,VS2,5,945,5
39751,1.16,Ideal,5,F,VS1,4,9348,5
39752,0.7,Good,2,F,VS1,4,2970,5
39753,0.8,Very Good,3,F,SI1,3,3093,5
39754,2.01,Good,2,H,I1,1,7959,4
39755,0.92,Very Good,3,D,SI2,2,4327,5
39756,2.03,Premium,4,H,SI1,3,16747,4
39757,1.03,Ideal,5,G,VVS1,7,9691,4
39758,0.76,Premium,4,G,I1,1,1629,4
39759,0.26,Very Good,3,G,VS1,4,418,4
39760,1.74,Premium,4,G,VS1,4,17904,4
39761,1.51,Very Good,3,G,SI1,3,11029,4
39762,0.75,Premium,4,G,SI2,2,2070,4
39763,1.38,Premium,4,J,VS2,5,6175,4
39764,0.59,Ideal,5,G,VVS2,6,1966,4
39765,0.32,Ideal,5,H,VVS2,6,628,4
39766,0.29,Ideal,5,E,IF,8,815,5
39767,0.9,Very Good,3,E,VS2,5,4709,5
39768,0.55,Ideal,5,F,VS2,5,1679,5
39769,1.1,Ideal,5,H,VS2,5,5888,4
39770,0.41,Good,2,E,VS2,5,910,5
39771,0.72,Ideal,5,G,VVS1,7,3548,4
39772,0.61,Very Good,3,F,VS2,5,1971,5
39773,0.37,Premium,4,E,SI1,3,833,5
39774,0.51,Very Good,3,F,VVS2,6,2041,5
39775,1.73,Premium,4,G,VS1,4,11867,4
39776,0.88,Very Good,3,H,VS2,5,3472,4
39777,0.46,Ideal,5,E,VVS2,6,1736,5
39778,0.31,Premium,4,H,VVS2,6,802,4
39779,0.3,Premium,4,G,VS1,4,605,4
39780,1.04,Very Good,3,G,VS2,5,5353,4
39781,0.46,Ideal,5,I,VVS1,7,974,4
39782,0.72,Ideal,5,E,SI1,3,2835,5
39783,0.31,Premium,4,J,VS1,4,408,4
39784,0.56,Premium,4,E,VS2,5,1915,5
39785,1.04,Premium,4,F,VS1,4,7495,5
39786,0.5,Good,2,E,SI1,3,1293,5
39787,0.7,Ideal,5,I,VS2,5,3298,4
39788,2.0,Ideal,5,H,VS2,5,13531,4
39789,0.71,Very Good,3,E,SI2,2,2368,5
39790,1.02,Ideal,5,E,IF,8,11605,5
39791,1.02,Ideal,5,H,VS2,5,6065,4
